mandante,societa,conto,importo,data
130,1000,U.1.03.02.02.000,6571.07,2016-09-07
130,1000,U.1.03.02.02.000,488.00,2016-02-09
130,1000,U.1.03.02.02.000,165.00,2016-06-09
130,1000,U.1.03.02.02.000,71.70,2016-08-09
130,1000,U.1.03.02.02.000,528.00,2016-02-11
130,1000,U.1.03.02.02.000,2090.00,2016-03-11
130,1000,U.1.03.02.02.000,12200.00,2016-05-13
130,1000,U.1.03.02.02.000,539.00,2016-01-14
130,1000,U.1.03.02.02.000,8540.00,2016-06-14
130,1000,U.1.03.02.02.000,29471.22,2016-07-15
130,1000,U.1.03.02.02.000,4916.00,2016-06-17
130,1000,U.1.03.02.02.000,911.25,2016-01-19
130,1000,U.1.03.02.02.000,2318.00,2016-01-20
130,1000,U.1.03.02.02.000,2440.00,2016-06-20
130,1000,U.1.03.02.02.000,7800.00,2016-05-23
130,1000,U.1.03.02.02.000,10000.00,2016-05-24
130,1000,U.1.03.02.02.000,13839.13,2016-04-28
130,1000,U.1.03.02.02.000,1563.10,2016-06-28
130,1000,U.1.03.02.02.000,7729.08,2016-01-29
130,1000,U.1.03.02.02.000,6100.00,2016-07-29
130,1000,U.1.03.02.04.000,500.00,2016-06-01
130,1000,U.1.03.02.04.000,2340.00,2016-03-03
130,1000,U.1.03.02.04.000,550.00,2016-07-05
